방송일시,노출(분),상품명,상품군,판매단가,월,일,시,요일,휴일,프라임,파트,브랜드,분,취급액_로그,결제유형,성별,상품,Mean,Std,goods_Mean,goods_Std
2019-01-08 06:00:00,20.0,스칼프솔루션 헤어케어 패키지,이미용,50900,1,8,6,Tuesday,0,4,First,스칼프솔루션,00,15.51880304587,해당없음,해당없음,헤어케어,16.375366692505505,0.5132287799852677,16.056079672162856,0.49631274576094314
2019-01-08 06:20:00,20.0,스칼프솔루션 헤어케어 패키지,이미용,50900,1,8,6,Tuesday,0,4,Middle,스칼프솔루션,20,16.15201386916178,해당없음,해당없음,헤어케어,16.375366692505505,0.5132287799852677,16.056079672162856,0.49631274576094314
2019-01-08 06:40:00,20.0,스칼프솔루션 헤어케어 패키지,이미용,50900,1,8,6,Tuesday,0,4,Later,스칼프솔루션,40,16.497422101456788,해당없음,해당없음,헤어케어,16.375366692505505,0.5132287799852677,16.056079672162856,0.49631274576094314
2019-01-08 09:00:00,20.0,엘렌실라 달팽이크림(콜라겐5+ 마스크/팩 트3),이미용,79000,1,8,9,Tuesday,0,1,First,엘렌실라,00,16.882213745388846,해당없음,해당없음,마스크/팩,17.198130810048387,0.3398588547383248,17.053568922218776,0.2110523419102065
2019-01-08 09:20:00,20.0,엘렌실라 달팽이크림(콜라겐5+ 마스크/팩 트3),이미용,79000,1,8,9,Tuesday,0,1,Middle,엘렌실라,20,17.030298036923867,해당없음,해당없음,마스크/팩,17.198130810048387,0.3398588547383248,17.053568922218776,0.2110523419102065
2019-01-08 09:40:00,20.0,엘렌실라 달팽이크림(콜라겐5+ 마스크/팩 트3),이미용,79000,1,8,9,Tuesday,0,1,Later,엘렌실라,40,17.256697587842588,해당없음,해당없음,마스크/팩,17.198130810048387,0.3398588547383248,17.053568922218776,0.2110523419102065
2019-01-09 10:00:00,20.0,엘렌실라 달팽이크림(콜라겐5+ 마스크/팩 트3),이미용,79000,1,9,10,Wednesday,0,2,First,엘렌실라,00,16.79206001210149,해당없음,해당없음,마스크/팩,17.565173845639396,0.3872679400179828,17.186201571877074,0.36051848376259893
2019-01-09 10:20:00,20.0,엘렌실라 달팽이크림(콜라겐5+ 마스크/팩 트3),이미용,79000,1,9,10,Wednesday,0,2,Middle,엘렌실라,20,17.267242613000477,해당없음,해당없음,마스크/팩,17.565173845639396,0.3872679400179828,17.186201571877074,0.36051848376259893
2019-01-09 10:40:00,20.0,엘렌실라 달팽이크림(콜라겐5+ 마스크/팩 트3),이미용,79000,1,9,10,Wednesday,0,2,Later,엘렌실라,40,17.499302090529262,해당없음,해당없음,마스크/팩,17.565173845639396,0.3872679400179828,17.186201571877074,0.36051848376259893
2019-01-10 00:00:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,10,0,Thursday,0,4,First,비버리힐스폴로클럽,00,17.085687677188027,해당없음,남성,스킨케어,17.263364050768033,0.3373775693816796,17.263364050768033,0.3373775693816796
2019-01-10 00:20:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,10,0,Thursday,0,4,Middle,비버리힐스폴로클럽,20,17.653800905414904,해당없음,남성,스킨케어,17.263364050768033,0.3373775693816796,17.263364050768033,0.3373775693816796
2019-01-10 00:40:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,10,0,Thursday,0,4,Later,비버리힐스폴로클럽,40,17.627845816005127,해당없음,남성,스킨케어,17.263364050768033,0.3373775693816796,17.263364050768033,0.3373775693816796
2019-01-11 01:00:00,20.0,마리끌레르 파리컬렉션 리얼 하이드로 색조메이크업 (리뉴얼),이미용,39900,1,11,1,Friday,0,4,First,마리끌레르,00,15.5116764739082,해당없음,해당없음,색조메이크업,16.12670051508164,0.5621950447372592,16.01313666942107,0.48303424726838134
2019-01-11 01:20:00,20.0,마리끌레르 파리컬렉션 리얼 하이드로 색조메이크업 (리뉴얼),이미용,39900,1,11,1,Friday,0,4,Middle,마리끌레르,20,16.052383107592938,해당없음,해당없음,색조메이크업,16.12670051508164,0.5621950447372592,16.01313666942107,0.48303424726838134
2019-01-11 01:40:00,17.1,마리끌레르 파리컬렉션 리얼 하이드로 색조메이크업 (리뉴얼),이미용,39900,1,11,1,Friday,0,4,Later,마리끌레르,40,16.475350426762063,해당없음,해당없음,색조메이크업,16.12670051508164,0.5621950447372592,16.01313666942107,0.48303424726838134
2019-01-12 13:00:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,12,13,Saturday,1,2,First,비버리힐스폴로클럽,00,17.29533426008162,해당없음,남성,스킨케어,17.599529965390637,0.30725610941622233,17.61920567752987,0.31535871071563604
2019-01-12 13:20:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,12,13,Saturday,1,2,Middle,비버리힐스폴로클럽,20,17.91550579169519,해당없음,남성,스킨케어,17.599529965390637,0.30725610941622233,17.61920567752987,0.31535871071563604
2019-01-12 13:40:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,12,13,Saturday,1,2,Later,비버리힐스폴로클럽,40,17.91696313164575,해당없음,남성,스킨케어,17.599529965390637,0.30725610941622233,17.61920567752987,0.31535871071563604
2019-01-13 10:00:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,13,10,Sunday,1,2,First,비버리힐스폴로클럽,00,17.462499738818025,해당없음,남성,스킨케어,17.889652904869774,0.4144588345163652,17.889652904869774,0.4144588345163652
2019-01-13 10:20:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,13,10,Sunday,1,2,First,비버리힐스폴로클럽,20,17.798886314837663,해당없음,남성,스킨케어,17.889652904869774,0.4144588345163652,17.889652904869774,0.4144588345163652
2019-01-13 10:40:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,13,10,Sunday,1,2,First,비버리힐스폴로클럽,40,18.462475065609343,해당없음,남성,스킨케어,17.889652904869774,0.4144588345163652,17.889652904869774,0.4144588345163652
2019-01-13 17:00:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,13,17,Sunday,1,1,Middle,비버리힐스폴로클럽,00,17.332949046380467,해당없음,남성,스킨케어,18.011254537249158,0.7070919572055584,18.011254537249158,0.7070919572055584
2019-01-13 17:20:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,13,17,Sunday,1,1,Middle,비버리힐스폴로클럽,20,17.75329877127845,해당없음,남성,스킨케어,18.011254537249158,0.7070919572055584,18.011254537249158,0.7070919572055584
2019-01-13 17:40:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,13,17,Sunday,1,1,Later,비버리힐스폴로클럽,40,17.96217871696342,해당없음,남성,스킨케어,18.011254537249158,0.7070919572055584,18.011254537249158,0.7070919572055584
2019-01-16 00:00:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,16,0,Wednesday,0,4,First,비버리힐스폴로클럽,00,16.975103360668637,해당없음,남성,스킨케어,17.405773637037875,0.2359884720412517,17.437324176368342,0.28054876958686786
2019-01-16 00:20:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,16,0,Wednesday,0,4,First,비버리힐스폴로클럽,20,17.44187610668897,해당없음,남성,스킨케어,17.405773637037875,0.2359884720412517,17.437324176368342,0.28054876958686786
2019-01-16 00:40:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,16,0,Wednesday,0,4,First,비버리힐스폴로클럽,40,17.540818368691763,해당없음,남성,스킨케어,17.405773637037875,0.2359884720412517,17.437324176368342,0.28054876958686786
2019-01-16 07:00:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,16,7,Wednesday,0,2,Middle,비버리힐스폴로클럽,00,16.814686893920822,해당없음,남성,스킨케어,17.30146673536758,0.329686052532425,17.218809131557606,0.27614691534238894
2019-01-16 07:20:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,16,7,Wednesday,0,2,Middle,비버리힐스폴로클럽,20,17.034786302853803,해당없음,남성,스킨케어,17.30146673536758,0.329686052532425,17.218809131557606,0.27614691534238894
2019-01-16 07:40:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,16,7,Wednesday,0,2,Later,비버리힐스폴로클럽,40,17.133652364489105,해당없음,남성,스킨케어,17.30146673536758,0.329686052532425,17.218809131557606,0.27614691534238894
2019-01-17 20:00:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,17,20,Thursday,0,3,First,비버리힐스폴로클럽,00,17.251431375684817,해당없음,남성,스킨케어,17.751587951507247,0.4256928412291377,17.751587951507247,0.4256928412291377
2019-01-17 20:20:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,17,20,Thursday,0,3,Middle,비버리힐스폴로클럽,20,17.773099487663227,해당없음,남성,스킨케어,17.751587951507247,0.4256928412291377,17.751587951507247,0.4256928412291377
2019-01-17 20:40:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,17,20,Thursday,0,3,Later,비버리힐스폴로클럽,40,18.2808898011567,해당없음,남성,스킨케어,17.751587951507247,0.4256928412291377,17.751587951507247,0.4256928412291377
2019-01-20 15:00:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,20,15,Sunday,1,1,First,비버리힐스폴로클럽,00,17.353567122343627,해당없음,남성,스킨케어,17.8522802764681,0.3837378040585606,17.8522802764681,0.3837378040585606
2019-01-20 15:20:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,20,15,Sunday,1,1,Middle,비버리힐스폴로클럽,20,17.98383332201553,해당없음,남성,스킨케어,17.8522802764681,0.3837378040585606,17.8522802764681,0.3837378040585606
2019-01-20 15:40:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,20,15,Sunday,1,1,Later,비버리힐스폴로클럽,40,18.41565815182706,해당없음,남성,스킨케어,17.8522802764681,0.3837378040585606,17.8522802764681,0.3837378040585606
2019-01-21 01:00:00,20.0,스포메틱스 리얼핏 모이스춰라이징 스킨케어,이미용,49900,1,21,1,Monday,0,4,First,스포메틱스,00,15.38412647587812,해당없음,해당없음,스킨케어,16.066687418367092,0.7923484028518737,16.284654817920828,0.5450226727842186
2019-01-21 01:20:00,20.0,스포메틱스 리얼핏 모이스춰라이징 스킨케어,이미용,49900,1,21,1,Monday,0,4,Middle,스포메틱스,20,16.160963551185496,해당없음,해당없음,스킨케어,16.066687418367092,0.7923484028518737,16.284654817920828,0.5450226727842186
2019-01-21 01:40:00,16.083333333333332,스포메틱스 리얼핏 모이스춰라이징 스킨케어,이미용,49900,1,21,1,Monday,0,4,Later,스포메틱스,40,16.12228685557679,해당없음,해당없음,스킨케어,16.066687418367092,0.7923484028518737,16.284654817920828,0.5450226727842186
2019-01-22 23:00:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,22,23,Tuesday,0,4,First,비버리힐스폴로클럽,00,17.22444460099815,해당없음,남성,스킨케어,17.379273848275233,0.5008653899144647,17.41948836373119,0.3128354521186182
2019-01-22 23:20:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,22,23,Tuesday,0,4,Middle,비버리힐스폴로클럽,20,16.927736146954068,해당없음,남성,스킨케어,17.379273848275233,0.5008653899144647,17.41948836373119,0.3128354521186182
2019-01-22 23:40:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,22,23,Tuesday,0,4,Later,비버리힐스폴로클럽,40,17.64171420294143,해당없음,남성,스킨케어,17.379273848275233,0.5008653899144647,17.41948836373119,0.3128354521186182
2019-01-23 19:00:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,23,19,Wednesday,0,3,First,비버리힐스폴로클럽,00,17.227186183914057,해당없음,남성,스킨케어,17.604999366469144,0.3801632448904136,17.604999366469144,0.3801632448904136
2019-01-23 19:20:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,23,19,Wednesday,0,3,Middle,비버리힐스폴로클럽,20,17.568537831901963,해당없음,남성,스킨케어,17.604999366469144,0.3801632448904136,17.604999366469144,0.3801632448904136
2019-01-23 19:40:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,23,19,Wednesday,0,3,Later,비버리힐스폴로클럽,40,18.0400497018442,해당없음,남성,스킨케어,17.604999366469144,0.3801632448904136,17.604999366469144,0.3801632448904136
2019-01-26 12:00:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,26,12,Saturday,1,3,First,비버리힐스폴로클럽,00,17.377805859968756,해당없음,남성,스킨케어,17.539713349401502,0.37438569615243805,17.540646975077607,0.3886480050000227
2019-01-26 12:20:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,26,12,Saturday,1,3,Middle,비버리힐스폴로클럽,20,17.878226844728196,해당없음,남성,스킨케어,17.539713349401502,0.37438569615243805,17.540646975077607,0.3886480050000227
2019-01-26 12:40:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,26,12,Saturday,1,3,Later,비버리힐스폴로클럽,40,18.1313706803752,해당없음,남성,스킨케어,17.539713349401502,0.37438569615243805,17.540646975077607,0.3886480050000227
2019-01-27 14:00:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,27,14,Sunday,1,2,First,비버리힐스폴로클럽,00,17.292711732623257,해당없음,남성,스킨케어,17.768644495405802,0.4015538671062476,17.768644495405802,0.4015538671062476
2019-01-27 14:20:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,27,14,Sunday,1,2,Middle,비버리힐스폴로클럽,20,17.78397060599558,해당없음,남성,스킨케어,17.768644495405802,0.4015538671062476,17.768644495405802,0.4015538671062476
2019-01-27 14:40:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,27,14,Sunday,1,2,Later,비버리힐스폴로클럽,40,17.92636802856059,해당없음,남성,스킨케어,17.768644495405802,0.4015538671062476,17.768644495405802,0.4015538671062476
2019-01-29 19:00:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,29,19,Tuesday,0,3,First,비버리힐스폴로클럽,00,17.039453523165495,해당없음,남성,스킨케어,17.57750639901007,0.39664853013954093,17.57750639901007,0.39664853013954093
2019-01-29 19:20:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,29,19,Tuesday,0,3,Middle,비버리힐스폴로클럽,20,17.48813358955869,해당없음,남성,스킨케어,17.57750639901007,0.39664853013954093,17.57750639901007,0.39664853013954093
2019-01-29 19:40:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,29,19,Tuesday,0,3,Later,비버리힐스폴로클럽,40,17.884400550713906,해당없음,남성,스킨케어,17.57750639901007,0.39664853013954093,17.57750639901007,0.39664853013954093
2019-01-31 00:00:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,31,0,Thursday,0,4,First,비버리힐스폴로클럽,00,16.917043250404475,해당없음,남성,스킨케어,17.263364050768033,0.3373775693816796,17.263364050768033,0.3373775693816796
2019-01-31 00:20:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,31,0,Thursday,0,4,First,비버리힐스폴로클럽,20,17.375561827724255,해당없음,남성,스킨케어,17.263364050768033,0.3373775693816796,17.263364050768033,0.3373775693816796
2019-01-31 00:40:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,31,0,Thursday,0,4,First,비버리힐스폴로클럽,40,17.58916764612061,해당없음,남성,스킨케어,17.263364050768033,0.3373775693816796,17.263364050768033,0.3373775693816796
2019-01-31 16:00:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,31,16,Thursday,0,1,Middle,비버리힐스폴로클럽,00,16.903822012811357,해당없음,남성,스킨케어,17.303027182311467,0.34648749344448104,17.303027182311467,0.34648749344448104
2019-01-31 16:20:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,31,16,Thursday,0,1,Middle,비버리힐스폴로클럽,20,17.17935215308266,해당없음,남성,스킨케어,17.303027182311467,0.34648749344448104,17.303027182311467,0.34648749344448104
2019-01-31 16:40:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,1,31,16,Thursday,0,1,Later,비버리힐스폴로클럽,40,17.408264499980827,해당없음,남성,스킨케어,17.303027182311467,0.34648749344448104,17.303027182311467,0.34648749344448104
2019-02-01 17:00:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,2,1,17,Friday,0,1,First,비버리힐스폴로클럽,00,16.88862045253961,해당없음,남성,스킨케어,16.43471924558615,0.7799167055761624,17.307773674696723,0.37044440215684477
2019-02-01 17:20:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,2,1,17,Friday,0,1,Middle,비버리힐스폴로클럽,20,17.44344502645077,해당없음,남성,스킨케어,16.43471924558615,0.7799167055761624,17.307773674696723,0.37044440215684477
2019-02-01 17:40:00,20.0,비버리힐스폴로클럽 남성 스킨케어 (2018FW골드),이미용,39800,2,1,17,Friday,0,1,Later,비버리힐스폴로클럽,40,17.59125554509979,해당없음,남성,스킨케어,16.43471924558615,0.7799167055761624,17.307773674696723,0.37044440215684477
2019-02-02 06:00:00,20.0,마리끌레르 파리컬렉션 리얼 하이드로 색조메이크업 (리뉴얼),이미용,39900,2,2,6,Saturday,1,4,First,마리끌레르,00,16.017390946836688,해당없음,해당없음,색조메이크업,16.631834532386357,0.5545761256372528,16.667358178105214,0.41075232604208173
