방송일시,노출(분),상품명,상품군,판매단가,월,일,시,요일,휴일,프라임,파트,브랜드,분,취급액_로그,결제유형,성별,Mean,Std
2019-01-02 15:40:00,20.0,안동간고등어 20팩,농수축,30900,1,2,15,Wednesday,0,1,Later,,40,18.06859525234744,해당없음,해당없음,17.479815361937597,0.40907496085586503
2019-01-02 16:00:00,20.0,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",농수축,30900,1,2,16,Wednesday,0,1,First,,00,16.294650612857936,해당없음,해당없음,17.343674165842696,0.489423454451214
2019-01-02 16:00:00,20.0,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",농수축,30900,1,2,16,Wednesday,0,1,First,,00,15.71672216075341,해당없음,해당없음,17.343674165842696,0.489423454451214
2019-01-02 16:20:00,20.0,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",농수축,30900,1,2,16,Wednesday,0,1,Middle,,20,16.647723401686907,해당없음,해당없음,17.343674165842696,0.489423454451214
2019-01-02 16:20:00,20.0,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",농수축,30900,1,2,16,Wednesday,0,1,Middle,,20,16.092162268931816,해당없음,해당없음,17.343674165842696,0.489423454451214
2019-01-02 16:40:00,20.0,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",농수축,30900,1,2,16,Wednesday,0,1,Later,,40,16.756311347992046,해당없음,해당없음,17.343674165842696,0.489423454451214
2019-01-02 16:40:00,20.0,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",농수축,30900,1,2,16,Wednesday,0,1,Later,,40,16.229726467129506,해당없음,해당없음,17.343674165842696,0.489423454451214
2019-01-02 17:00:00,20.0,바다먹자 국내산 손질꽃게 7팩,농수축,59900,1,2,17,Wednesday,0,1,First,바다먹자,00,17.24636382453394,해당없음,해당없음,17.50850050886508,0.5176407900678945
2019-01-02 17:20:00,20.0,바다먹자 국내산 손질꽃게 7팩,농수축,59900,1,2,17,Wednesday,0,1,Middle,바다먹자,20,17.728652936660335,해당없음,해당없음,17.50850050886508,0.5176407900678945
2019-01-02 17:40:00,20.0,바다먹자 국내산 손질꽃게 7팩,농수축,59900,1,2,17,Wednesday,0,1,Later,바다먹자,40,17.712155931348097,해당없음,해당없음,17.50850050886508,0.5176407900678945
2019-01-02 19:00:00,20.0,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900,1,2,19,Wednesday,0,3,First,피시원,00,17.07303000642468,해당없음,해당없음,17.65134518025186,0.39564049790430045
2019-01-02 19:20:00,20.0,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900,1,2,19,Wednesday,0,3,Middle,피시원,20,17.416842127557786,해당없음,해당없음,17.65134518025186,0.39564049790430045
2019-01-02 19:40:00,20.0,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900,1,2,19,Wednesday,0,3,Later,피시원,40,18.002935543202387,해당없음,해당없음,17.65134518025186,0.39564049790430045
2019-01-03 07:00:00,20.0,천연담아 명품다시팩 100포,농수축,39900,1,3,7,Thursday,0,2,First,,00,16.838176832758347,해당없음,해당없음,17.12501420844172,0.26644238170143264
2019-01-03 07:20:00,20.0,천연담아 명품다시팩 100포,농수축,39900,1,3,7,Thursday,0,2,Middle,,20,17.108268615223178,해당없음,해당없음,17.12501420844172,0.26644238170143264
2019-01-03 07:40:00,20.0,천연담아 명품다시팩 100포,농수축,39900,1,3,7,Thursday,0,2,Later,,40,17.37522052108537,해당없음,해당없음,17.12501420844172,0.26644238170143264
2019-01-03 16:00:00,20.0,청정수산 완도활전복 35미,농수축,59900,1,3,16,Thursday,0,1,First,,00,17.096835222104964,해당없음,해당없음,17.332443645486883,0.6490141920948747
2019-01-03 16:20:00,20.0,청정수산 완도활전복 35미,농수축,59900,1,3,16,Thursday,0,1,Middle,,20,17.681636211005383,해당없음,해당없음,17.332443645486883,0.6490141920948747
2019-01-03 16:40:00,20.0,청정수산 완도활전복 35미,농수축,59900,1,3,16,Thursday,0,1,Later,,40,17.90740211402531,해당없음,해당없음,17.332443645486883,0.6490141920948747
2019-01-03 17:00:00,20.0,뽕셰프 이봉원 특갈비탕 12팩,농수축,60900,1,3,17,Thursday,0,1,First,뽕셰프,00,16.609738455307536,해당없음,해당없음,17.37471017723967,0.6250694546628975
2019-01-03 17:20:00,20.0,뽕셰프 이봉원 특갈비탕 12팩,농수축,60900,1,3,17,Thursday,0,1,Middle,뽕셰프,20,17.312472561610807,해당없음,해당없음,17.37471017723967,0.6250694546628975
2019-01-03 17:40:00,20.0,뽕셰프 이봉원 특갈비탕 12팩,농수축,60900,1,3,17,Thursday,0,1,Later,뽕셰프,40,17.121811007756747,해당없음,해당없음,17.37471017723967,0.6250694546628975
2019-01-03 18:00:00,20.0,영산포숙성 홍어8팩+무침3통,농수축,40900,1,3,18,Thursday,0,1,First,,00,17.21590761945566,해당없음,해당없음,17.472059316997104,0.49686012464092366
2019-01-03 18:20:00,20.0,영산포숙성 홍어8팩+무침3통,농수축,40900,1,3,18,Thursday,0,1,Middle,,20,17.761509778947353,해당없음,해당없음,17.472059316997104,0.49686012464092366
2019-01-03 18:40:00,20.0,영산포숙성 홍어8팩+무침3통,농수축,40900,1,3,18,Thursday,0,1,Later,,40,18.023183805493378,해당없음,해당없음,17.472059316997104,0.49686012464092366
2019-01-04 12:00:00,20.0,안동간고등어 20팩,농수축,30900,1,4,12,Friday,0,3,First,,00,17.238828140710513,해당없음,해당없음,17.10310815203817,0.9124523368626108
2019-01-04 12:20:00,20.0,안동간고등어 20팩,농수축,30900,1,4,12,Friday,0,3,Middle,,20,17.617540110010868,해당없음,해당없음,17.10310815203817,0.9124523368626108
2019-01-04 12:40:00,20.0,안동간고등어 20팩,농수축,30900,1,4,12,Friday,0,3,Later,,40,17.72851308350592,해당없음,해당없음,17.10310815203817,0.9124523368626108
2019-01-04 15:00:00,20.0,소들녘 소 갈비탕,농수축,50900,1,4,15,Friday,0,1,First,소들녘,00,17.168252719357024,해당없음,해당없음,17.337222831803835,0.4133559418268029
2019-01-04 15:20:00,20.0,소들녘 소 갈비탕,농수축,50900,1,4,15,Friday,0,1,Middle,소들녘,20,17.298103577830425,해당없음,해당없음,17.337222831803835,0.4133559418268029
2019-01-04 15:40:00,20.0,소들녘 소 갈비탕,농수축,50900,1,4,15,Friday,0,1,Later,소들녘,40,17.9389931219297,해당없음,해당없음,17.337222831803835,0.4133559418268029
2019-01-04 16:00:00,20.0,하늘내린 용대리황태10미,농수축,32900,1,4,16,Friday,0,1,First,하늘내린,00,17.093786726113922,해당없음,해당없음,17.45651341056295,0.35346869234928574
2019-01-04 16:20:00,20.0,하늘내린 용대리황태10미,농수축,32900,1,4,16,Friday,0,1,Middle,하늘내린,20,17.518490136456993,해당없음,해당없음,17.45651341056295,0.35346869234928574
2019-01-04 16:40:00,20.0,하늘내린 용대리황태10미,농수축,32900,1,4,16,Friday,0,1,Later,하늘내린,40,17.69316983596446,해당없음,해당없음,17.45651341056295,0.35346869234928574
2019-01-04 18:00:00,20.0,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900,1,4,18,Friday,0,1,First,피시원,00,17.241530625057774,해당없음,해당없음,17.487580951017705,0.3604363852106691
2019-01-04 18:20:00,20.0,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900,1,4,18,Friday,0,1,Middle,피시원,20,17.595075879850228,해당없음,해당없음,17.487580951017705,0.3604363852106691
2019-01-04 18:40:00,20.0,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900,1,4,18,Friday,0,1,Later,피시원,40,18.011824893770093,해당없음,해당없음,17.487580951017705,0.3604363852106691
2019-01-05 16:00:00,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,1,5,16,Saturday,1,1,First,농협,00,17.60642751263196,해당없음,해당없음,17.574435878426794,0.6605032077853323
2019-01-05 16:20:00,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,1,5,16,Saturday,1,1,Middle,농협,20,17.99115857125041,해당없음,해당없음,17.574435878426794,0.6605032077853323
2019-01-05 16:40:00,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,1,5,16,Saturday,1,1,Later,농협,40,18.057153807207253,해당없음,해당없음,17.574435878426794,0.6605032077853323
2019-01-05 17:00:00,20.0,우리바다 손질왕꼬막 24팩,농수축,39900,1,5,17,Saturday,1,1,First,,00,17.767715353025253,해당없음,해당없음,17.76241875094352,0.43373373965705997
2019-01-05 17:20:00,20.0,우리바다 손질왕꼬막 24팩,농수축,39900,1,5,17,Saturday,1,1,Middle,,20,18.162544528674523,해당없음,해당없음,17.76241875094352,0.43373373965705997
2019-01-05 17:40:00,20.0,우리바다 손질왕꼬막 24팩,농수축,39900,1,5,17,Saturday,1,1,Later,,40,18.46519511325901,해당없음,해당없음,17.76241875094352,0.43373373965705997
2019-01-05 18:20:00,20.0,바다먹자 국내산 손질꽃게 7팩,농수축,59900,1,5,18,Saturday,1,1,First,바다먹자,20,17.104509282263948,해당없음,해당없음,17.54886342955203,0.34443221625831805
2019-01-05 18:40:00,20.0,바다먹자 국내산 손질꽃게 7팩,농수축,59900,1,5,18,Saturday,1,1,Later,바다먹자,40,17.731047382692218,해당없음,해당없음,17.54886342955203,0.34443221625831805
2019-01-06 01:00:00,20.0,(a4)팽현숙의 순대 곱창 전골&볶음,농수축,43900,1,6,1,Sunday,1,4,First,팽현숙,00,16.405752723097596,해당없음,해당없음,16.48965433027679,0.6266603284329975
2019-01-06 01:20:00,20.0,(a4)팽현숙의 순대 곱창 전골&볶음,농수축,43900,1,6,1,Sunday,1,4,Middle,팽현숙,20,17.070139552538294,해당없음,해당없음,16.48965433027679,0.6266603284329975
2019-01-06 01:40:00,17.1,(a4)팽현숙의 순대 곱창 전골&볶음,농수축,43900,1,6,1,Sunday,1,4,Later,팽현숙,40,16.60255676529298,해당없음,해당없음,16.48965433027679,0.6266603284329975
2019-01-06 16:00:00,20.0,소들녘 소 갈비탕,농수축,50900,1,6,16,Sunday,1,1,First,소들녘,00,17.42450770820596,해당없음,해당없음,17.758006039010873,0.7021797294098469
2019-01-06 16:20:00,20.0,소들녘 소 갈비탕,농수축,50900,1,6,16,Sunday,1,1,Middle,소들녘,20,18.00352759604901,해당없음,해당없음,17.758006039010873,0.7021797294098469
2019-01-06 16:40:00,20.0,소들녘 소 갈비탕,농수축,50900,1,6,16,Sunday,1,1,Later,소들녘,40,18.28615457098362,해당없음,해당없음,17.758006039010873,0.7021797294098469
2019-01-06 17:00:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,1,6,17,Sunday,1,1,First,,00,17.889074014336153,해당없음,해당없음,17.716825215740595,0.4221063149635196
2019-01-06 17:20:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,1,6,17,Sunday,1,1,Middle,,20,18.263441967525875,해당없음,해당없음,17.716825215740595,0.4221063149635196
2019-01-06 17:40:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,1,6,17,Sunday,1,1,Later,,40,18.231419160788747,해당없음,해당없음,17.716825215740595,0.4221063149635196
2019-01-07 13:00:00,20.0,소들녘 소 갈비탕,농수축,50900,1,7,13,Monday,0,2,First,소들녘,00,16.895583979952015,해당없음,해당없음,17.310874258685818,0.3270937179925682
2019-01-07 13:20:00,20.0,소들녘 소 갈비탕,농수축,50900,1,7,13,Monday,0,2,Middle,소들녘,20,17.506363064329825,해당없음,해당없음,17.310874258685818,0.3270937179925682
2019-01-07 13:40:00,20.0,소들녘 소 갈비탕,농수축,50900,1,7,13,Monday,0,2,Later,소들녘,40,17.537341112217895,해당없음,해당없음,17.310874258685818,0.3270937179925682
2019-01-07 15:00:00,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,1,7,15,Monday,0,1,First,농협,00,17.27541700244044,해당없음,해당없음,17.17312835079714,0.6749874403655421
2019-01-07 15:20:00,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,1,7,15,Monday,0,1,Middle,농협,20,17.747198926366323,해당없음,해당없음,17.17312835079714,0.6749874403655421
2019-01-07 15:40:00,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,1,7,15,Monday,0,1,Later,농협,40,17.76898256130496,해당없음,해당없음,17.17312835079714,0.6749874403655421
2019-01-07 16:00:00,20.0,안동간고등어 20팩,농수축,30900,1,7,16,Monday,0,1,First,,00,17.067627716612275,해당없음,해당없음,17.322418067873677,0.6503901181566315
2019-01-07 16:20:00,20.0,안동간고등어 20팩,농수축,30900,1,7,16,Monday,0,1,Middle,,20,17.7482965137445,해당없음,해당없음,17.322418067873677,0.6503901181566315
2019-01-07 16:40:00,20.0,안동간고등어 20팩,농수축,30900,1,7,16,Monday,0,1,Later,,40,17.825222729345672,해당없음,해당없음,17.322418067873677,0.6503901181566315
2019-01-07 18:00:00,20.0,우리바다 손질왕꼬막 24팩,농수축,39900,1,7,18,Monday,0,1,First,,00,17.619391404772717,해당없음,해당없음,17.36990858007998,0.48667827450479856
2019-01-07 18:20:00,20.0,우리바다 손질왕꼬막 24팩,농수축,39900,1,7,18,Monday,0,1,Middle,,20,18.0235557601192,해당없음,해당없음,17.36990858007998,0.48667827450479856
2019-01-07 18:40:00,20.0,우리바다 손질왕꼬막 24팩,농수축,39900,1,7,18,Monday,0,1,Later,,40,18.316907856234973,해당없음,해당없음,17.36990858007998,0.48667827450479856
2019-01-08 12:00:00,20.0,하늘내린 용대리황태10미,농수축,32900,1,8,12,Tuesday,0,3,First,하늘내린,00,17.196743299206833,해당없음,해당없음,17.350173702080344,0.5048473120122662
2019-01-08 12:20:00,20.0,하늘내린 용대리황태10미,농수축,32900,1,8,12,Tuesday,0,3,Middle,하늘내린,20,17.26305066681938,해당없음,해당없음,17.350173702080344,0.5048473120122662
2019-01-08 12:40:00,20.0,하늘내린 용대리황태10미,농수축,32900,1,8,12,Tuesday,0,3,Later,하늘내린,40,17.673478564269676,해당없음,해당없음,17.350173702080344,0.5048473120122662
2019-01-08 13:00:00,20.0,천연담아 명품다시팩 100포,농수축,39900,1,8,13,Tuesday,0,2,First,,00,17.148714568472563,해당없음,해당없음,17.202667356866737,0.37328801321289284
2019-01-08 13:20:00,20.0,천연담아 명품다시팩 100포,농수축,39900,1,8,13,Tuesday,0,2,Middle,,20,17.501561014234664,해당없음,해당없음,17.202667356866737,0.37328801321289284
2019-01-08 13:40:00,20.0,천연담아 명품다시팩 100포,농수축,39900,1,8,13,Tuesday,0,2,Later,,40,17.509501923964386,해당없음,해당없음,17.202667356866737,0.37328801321289284
2019-01-08 14:00:00,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,1,8,14,Tuesday,0,2,First,농협,00,17.417305905171098,해당없음,해당없음,17.457615370495898,0.3390878506581207
2019-01-08 14:20:00,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,1,8,14,Tuesday,0,2,Middle,농협,20,17.815306317127867,해당없음,해당없음,17.457615370495898,0.3390878506581207
2019-01-08 14:40:00,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,1,8,14,Tuesday,0,2,Later,농협,40,17.545100000326,해당없음,해당없음,17.457615370495898,0.3390878506581207
2019-01-08 15:00:00,20.0,청정수산 완도활전복 35미,농수축,59900,1,8,15,Tuesday,0,1,First,,00,17.096722480414847,해당없음,해당없음,17.133262076778234,0.7373579162735433
2019-01-08 15:20:00,20.0,청정수산 완도활전복 35미,농수축,59900,1,8,15,Tuesday,0,1,Middle,,20,17.5292533418029,해당없음,해당없음,17.133262076778234,0.7373579162735433
2019-01-08 15:40:00,20.0,청정수산 완도활전복 35미,농수축,59900,1,8,15,Tuesday,0,1,Later,,40,17.72201838270431,해당없음,해당없음,17.133262076778234,0.7373579162735433
2019-01-08 17:00:00,20.0,바다먹자 국내산 손질꽃게 7팩,농수축,59900,1,8,17,Tuesday,0,1,First,바다먹자,00,17.17710048503165,해당없음,해당없음,17.418559234382705,0.6055609627946695
2019-01-08 17:20:00,20.0,바다먹자 국내산 손질꽃게 7팩,농수축,59900,1,8,17,Tuesday,0,1,Middle,바다먹자,20,17.471453511831946,해당없음,해당없음,17.418559234382705,0.6055609627946695
2019-01-08 17:40:00,20.0,바다먹자 국내산 손질꽃게 7팩,농수축,59900,1,8,17,Tuesday,0,1,Later,바다먹자,40,17.632695272231135,해당없음,해당없음,17.418559234382705,0.6055609627946695
2019-01-08 20:00:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,1,8,20,Tuesday,0,3,First,,00,17.41274062339397,해당없음,해당없음,17.67792232556725,0.3967646919314993
2019-01-08 20:20:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,1,8,20,Tuesday,0,3,Middle,,20,18.180225709863265,해당없음,해당없음,17.67792232556725,0.3967646919314993
2019-01-08 20:40:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,1,8,20,Tuesday,0,3,Later,,40,18.424084943085926,해당없음,해당없음,17.67792232556725,0.3967646919314993
2019-01-09 13:00:00,20.0,농협안심벌꿀 4병,농수축,59900,1,9,13,Wednesday,0,2,First,농협,00,17.162568493525782,해당없음,해당없음,17.31611338032491,0.31606033109921583
2019-01-09 13:20:00,20.0,농협안심벌꿀 4병,농수축,59900,1,9,13,Wednesday,0,2,Middle,농협,20,17.24529539647834,해당없음,해당없음,17.31611338032491,0.31606033109921583
2019-01-09 13:40:00,20.0,농협안심벌꿀 4병,농수축,59900,1,9,13,Wednesday,0,2,Later,농협,40,17.29721207928539,해당없음,해당없음,17.31611338032491,0.31606033109921583
2019-01-09 14:00:00,20.0,하늘내린 용대리황태10미,농수축,32900,1,9,14,Wednesday,0,2,First,하늘내린,00,17.257881872209218,해당없음,해당없음,17.003221696578162,0.5969092076961314
2019-01-09 14:20:00,20.0,하늘내린 용대리황태10미,농수축,32900,1,9,14,Wednesday,0,2,Middle,하늘내린,20,17.518884458228662,해당없음,해당없음,17.003221696578162,0.5969092076961314
2019-01-09 14:40:00,20.0,하늘내린 용대리황태10미,농수축,32900,1,9,14,Wednesday,0,2,Later,하늘내린,40,17.45114745068249,해당없음,해당없음,17.003221696578162,0.5969092076961314
2019-01-09 16:00:00,20.0,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900,1,9,16,Wednesday,0,1,First,피시원,00,17.276642127069465,해당없음,해당없음,17.343674165842696,0.489423454451214
2019-01-09 16:20:00,20.0,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900,1,9,16,Wednesday,0,1,Middle,피시원,20,17.779347722106593,해당없음,해당없음,17.343674165842696,0.489423454451214
2019-01-09 16:40:00,20.0,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900,1,9,16,Wednesday,0,1,Later,피시원,40,17.992571174359647,해당없음,해당없음,17.343674165842696,0.489423454451214
2019-01-09 17:00:00,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,1,9,17,Wednesday,0,1,First,농협,00,17.64230241902976,해당없음,해당없음,17.50850050886508,0.5176407900678945
2019-01-09 17:20:00,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,1,9,17,Wednesday,0,1,Middle,농협,20,17.802566821622634,해당없음,해당없음,17.50850050886508,0.5176407900678945
2019-01-09 17:40:00,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,1,9,17,Wednesday,0,1,Later,농협,40,17.640056623499746,해당없음,해당없음,17.50850050886508,0.5176407900678945
2019-01-09 18:00:00,20.0,안동간고등어 20팩,농수축,30900,1,9,18,Wednesday,0,1,First,,00,17.27861800941031,해당없음,해당없음,17.446748244975918,0.5109744062557777
2019-01-09 18:20:00,20.0,안동간고등어 20팩,농수축,30900,1,9,18,Wednesday,0,1,Middle,,20,17.59306458851785,해당없음,해당없음,17.446748244975918,0.5109744062557777
2019-01-09 18:40:00,20.0,안동간고등어 20팩,농수축,30900,1,9,18,Wednesday,0,1,Later,,40,17.6580762983772,해당없음,해당없음,17.446748244975918,0.5109744062557777
2019-01-10 12:00:00,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,1,10,12,Thursday,0,3,First,농협,00,17.175434454310654,해당없음,해당없음,17.595082654786623,0.35581490705100516
2019-01-10 12:20:00,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,1,10,12,Thursday,0,3,Middle,농협,20,17.383069476841655,해당없음,해당없음,17.595082654786623,0.35581490705100516
2019-01-10 12:40:00,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,1,10,12,Thursday,0,3,Later,농협,40,17.600359065686604,해당없음,해당없음,17.595082654786623,0.35581490705100516
2019-01-10 14:00:00,20.0,안동간고등어 20팩,농수축,30900,1,10,14,Thursday,0,2,First,,00,17.357744431736727,해당없음,해당없음,17.19444403298391,0.6102160362245148
2019-01-10 14:20:00,20.0,안동간고등어 20팩,농수축,30900,1,10,14,Thursday,0,2,Middle,,20,17.492798084542212,해당없음,해당없음,17.19444403298391,0.6102160362245148
2019-01-10 14:40:00,20.0,안동간고등어 20팩,농수축,30900,1,10,14,Thursday,0,2,Later,,40,17.655328395143183,해당없음,해당없음,17.19444403298391,0.6102160362245148
2019-01-10 15:00:00,20.0,소들녘 더 맛있는 NEW 돼지왕구이 12팩,농수축,51900,1,10,15,Thursday,0,1,First,소들녘,00,16.384758356186026,해당없음,해당없음,17.300088850609864,0.6900574603526894
2019-01-10 15:20:00,20.0,소들녘 더 맛있는 NEW 돼지왕구이 12팩,농수축,51900,1,10,15,Thursday,0,1,Middle,소들녘,20,16.749367427800177,해당없음,해당없음,17.300088850609864,0.6900574603526894
2019-01-10 15:40:00,20.0,소들녘 더 맛있는 NEW 돼지왕구이 12팩,농수축,51900,1,10,15,Thursday,0,1,Later,소들녘,40,17.297304340137636,해당없음,해당없음,17.300088850609864,0.6900574603526894
2019-01-10 16:00:00,20.0,영산포숙성 홍어8팩+무침3통,농수축,40900,1,10,16,Thursday,0,1,First,,00,16.94847984982335,해당없음,해당없음,17.332443645486883,0.6490141920948747
2019-01-10 16:20:00,20.0,영산포숙성 홍어8팩+무침3통,농수축,40900,1,10,16,Thursday,0,1,Middle,,20,17.76216684728677,해당없음,해당없음,17.332443645486883,0.6490141920948747
2019-01-10 16:40:00,20.0,영산포숙성 홍어8팩+무침3통,농수축,40900,1,10,16,Thursday,0,1,Later,,40,17.85831618159567,해당없음,해당없음,17.332443645486883,0.6490141920948747
2019-01-10 17:00:00,20.0,소들녘 소 갈비탕,농수축,50900,1,10,17,Thursday,0,1,First,소들녘,00,17.344455974161885,해당없음,해당없음,17.37471017723967,0.6250694546628975
2019-01-10 17:20:00,20.0,소들녘 소 갈비탕,농수축,50900,1,10,17,Thursday,0,1,Middle,소들녘,20,17.83250600375877,해당없음,해당없음,17.37471017723967,0.6250694546628975
2019-01-10 17:40:00,20.0,소들녘 소 갈비탕,농수축,50900,1,10,17,Thursday,0,1,Later,소들녘,40,17.74917763145029,해당없음,해당없음,17.37471017723967,0.6250694546628975
2019-01-10 18:00:00,20.0,바다먹자 국내산 손질꽃게 7팩,농수축,59900,1,10,18,Thursday,0,1,First,바다먹자,00,16.890423629392707,해당없음,해당없음,17.472059316997104,0.49686012464092366
2019-01-10 18:20:00,20.0,바다먹자 국내산 손질꽃게 7팩,농수축,59900,1,10,18,Thursday,0,1,Middle,바다먹자,20,17.499528212661303,해당없음,해당없음,17.472059316997104,0.49686012464092366
2019-01-10 18:40:00,20.0,바다먹자 국내산 손질꽃게 7팩,농수축,59900,1,10,18,Thursday,0,1,Later,바다먹자,40,17.615573541038824,해당없음,해당없음,17.472059316997104,0.49686012464092366
2019-01-10 21:00:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,1,10,21,Thursday,0,4,First,,00,17.43528106242588,해당없음,해당없음,17.906901936182113,0.349133206655294
2019-01-10 21:20:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,1,10,21,Thursday,0,4,Middle,,20,17.89040043235224,해당없음,해당없음,17.906901936182113,0.349133206655294
2019-01-10 21:40:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,1,10,21,Thursday,0,4,Later,,40,18.29671488396897,해당없음,해당없음,17.906901936182113,0.349133206655294
2019-01-11 12:00:00,20.0,청정수산 완도활전복 35미,농수축,59900,1,11,12,Friday,0,3,First,,00,17.133978292027432,해당없음,해당없음,17.10310815203817,0.9124523368626108
2019-01-11 12:20:00,20.0,청정수산 완도활전복 35미,농수축,59900,1,11,12,Friday,0,3,Middle,,20,17.4832685154561,해당없음,해당없음,17.10310815203817,0.9124523368626108
2019-01-11 12:40:00,20.0,청정수산 완도활전복 35미,농수축,59900,1,11,12,Friday,0,3,Later,,40,17.596513300954015,해당없음,해당없음,17.10310815203817,0.9124523368626108
