방송일시,노출(분),상품명,상품군,판매단가,월,일,시,요일,휴일,프라임,파트,브랜드,분,취급액_로그,결제유형,성별,상품,Mean,Std,goods_Mean,goods_Std
2019-01-04 22:00:00,20.0,그렉노먼 남성 캐시터치 니트/스웨터 4종,의류,69900,1,4,22,Friday,0,4,First,그렉노먼,00,16.007052352164994,해당없음,남성,니트/스웨터,16.635533930688982,0.7651774842283857,16.59796203263437,0.6479877024153492
2019-01-04 22:00:00,20.0,그렉노먼 여성 캐시터치 니트/스웨터 4종,의류,69900,1,4,22,Friday,0,4,First,그렉노먼,00,15.852696786746996,해당없음,여성,니트/스웨터,16.635533930688982,0.7651774842283857,16.43554592612803,0.5958640955479018
2019-01-04 22:20:00,20.0,그렉노먼 남성 캐시터치 니트/스웨터 4종,의류,69900,1,4,22,Friday,0,4,Middle,그렉노먼,20,16.49591545824616,해당없음,남성,니트/스웨터,16.635533930688982,0.7651774842283857,16.59796203263437,0.6479877024153492
2019-01-04 22:20:00,20.0,그렉노먼 여성 캐시터치 니트/스웨터 4종,의류,69900,1,4,22,Friday,0,4,Middle,그렉노먼,20,16.410317403452133,해당없음,여성,니트/스웨터,16.635533930688982,0.7651774842283857,16.43554592612803,0.5958640955479018
2019-01-04 22:40:00,20.0,그렉노먼 남성 캐시터치 니트/스웨터 4종,의류,69900,1,4,22,Friday,0,4,Later,그렉노먼,40,17.29091828749196,해당없음,남성,니트/스웨터,16.635533930688982,0.7651774842283857,16.59796203263437,0.6479877024153492
2019-01-04 22:40:00,20.0,그렉노먼 여성 캐시터치 니트/스웨터 4종,의류,69900,1,4,22,Friday,0,4,Later,그렉노먼,40,17.043623588184957,해당없음,여성,니트/스웨터,16.635533930688982,0.7651774842283857,16.43554592612803,0.5958640955479018
2019-01-04 23:00:00,30.0,헤스티지 엘레나 라쿤양가죽 콤비 롱 코트,의류,299000,1,4,23,Friday,0,4,First,헤스티지,00,16.70354625606289,해당없음,해당없음,코트,16.598974973486005,0.9350067244404613,17.42861039915328,0.43833940146282546
2019-01-04 23:30:00,30.0,헤스티지 엘레나 라쿤양가죽 콤비 롱 코트,의류,299000,1,4,23,Friday,0,4,Later,헤스티지,30,17.93920354431294,해당없음,해당없음,코트,16.598974973486005,0.9350067244404613,17.42861039915328,0.43833940146282546
2019-01-05 07:00:00,20.0,아문센 남성 윈터 점퍼 세트,의류,79000,1,5,7,Saturday,1,2,First,아문센,00,15.048070819142122,해당없음,남성,점퍼,16.78500922386242,0.7483475526114158,16.62091553525602,0.8223124980326747
2019-01-05 07:00:00,20.0,아문센 여성 윈터 점퍼 세트,의류,79000,1,5,7,Saturday,1,2,First,아문센,00,15.153402179855997,해당없음,여성,점퍼,16.78500922386242,0.7483475526114158,15.619983256630888,0.4122320170635543
2019-01-05 07:20:00,20.0,아문센 남성 윈터 점퍼 세트,의류,79000,1,5,7,Saturday,1,2,Middle,아문센,20,16.204640252358505,해당없음,남성,점퍼,16.78500922386242,0.7483475526114158,16.62091553525602,0.8223124980326747
2019-01-05 07:20:00,20.0,아문센 여성 윈터 점퍼 세트,의류,79000,1,5,7,Saturday,1,2,Middle,아문센,20,15.934893706737057,해당없음,여성,점퍼,16.78500922386242,0.7483475526114158,15.619983256630888,0.4122320170635543
2019-01-05 07:40:00,20.0,아문센 남성 윈터 점퍼 세트,의류,79000,1,5,7,Saturday,1,2,Later,아문센,40,16.58082287123328,해당없음,남성,점퍼,16.78500922386242,0.7483475526114158,16.62091553525602,0.8223124980326747
2019-01-05 07:40:00,20.0,아문센 여성 윈터 점퍼 세트,의류,79000,1,5,7,Saturday,1,2,Later,아문센,40,15.771653883299617,해당없음,여성,점퍼,16.78500922386242,0.7483475526114158,15.619983256630888,0.4122320170635543
2019-01-05 08:00:00,20.0,마담팰리스 웜기모 롱베스트 3종세트,의류,39900,1,5,8,Saturday,1,3,First,마담팰리스,00,16.628160985777903,해당없음,해당없음,코디세트,17.357330444945475,0.6599251719820106,17.341083859583673,0.4814212500721289
2019-01-05 08:20:00,20.0,마담팰리스 웜기모 롱베스트 3종세트,의류,39900,1,5,8,Saturday,1,3,Middle,마담팰리스,20,17.44131708310225,해당없음,해당없음,코디세트,17.357330444945475,0.6599251719820106,17.341083859583673,0.4814212500721289
2019-01-05 08:40:00,20.0,마담팰리스 웜기모 롱베스트 3종세트,의류,39900,1,5,8,Saturday,1,3,Later,마담팰리스,40,17.9763292667917,해당없음,해당없음,코디세트,17.357330444945475,0.6599251719820106,17.341083859583673,0.4814212500721289
2019-01-05 10:00:00,20.0,보코 리버시블 코트,의류,79000,1,5,10,Saturday,1,2,First,보코,00,16.72115399673658,해당없음,해당없음,코트,17.183358551433216,0.6012230957570353,17.360681185960992,0.4795871475912561
2019-01-05 10:20:00,20.0,보코 리버시블 코트,의류,79000,1,5,10,Saturday,1,2,Middle,보코,20,17.138313872198417,해당없음,해당없음,코트,17.183358551433216,0.6012230957570353,17.360681185960992,0.4795871475912561
2019-01-05 10:40:00,20.0,보코 리버시블 코트,의류,79000,1,5,10,Saturday,1,2,Later,보코,40,17.383803049089092,해당없음,해당없음,코트,17.183358551433216,0.6012230957570353,17.360681185960992,0.4795871475912561
2019-01-05 11:00:00,20.0,CERINI by PAT 남성 소프트 기모 릴렉스 바지,의류,59900,1,5,11,Saturday,1,2,First,CERINI by PAT,00,17.144638913050727,해당없음,남성,바지,16.97905716918371,0.6974093839580727,17.66269221125228,0.5236528962021508
2019-01-05 11:20:00,20.0,CERINI by PAT 남성 소프트 기모 릴렉스 바지,의류,59900,1,5,11,Saturday,1,2,Middle,CERINI by PAT,20,17.651667122962298,해당없음,남성,바지,16.97905716918371,0.6974093839580727,17.66269221125228,0.5236528962021508
2019-01-05 11:40:00,20.0,CERINI by PAT 남성 소프트 기모 릴렉스 바지,의류,59900,1,5,11,Saturday,1,2,Later,CERINI by PAT,40,18.19177059774382,해당없음,남성,바지,16.97905716918371,0.6974093839580727,17.66269221125228,0.5236528962021508
2019-01-05 23:00:00,20.0,K-SWISS 남성 니트/스웨터 셔츠 5종,의류,69000,1,5,23,Saturday,1,4,First,K-SWISS,00,16.978619940926396,해당없음,남성,니트/스웨터,16.581572839786926,0.5282756570137543,16.66288478768981,0.3802331637976709
2019-01-05 23:00:00,20.0,K-SWISS 여성 니트/스웨터 셔츠 5종,의류,69000,1,5,23,Saturday,1,4,First,K-SWISS,00,15.605768901066062,해당없음,여성,니트/스웨터,16.581572839786926,0.5282756570137543,16.215197920109404,0.42618119538385674
2019-01-05 23:20:00,20.0,K-SWISS 남성 니트/스웨터 셔츠 5종,의류,69000,1,5,23,Saturday,1,4,Middle,K-SWISS,20,17.066776125634124,해당없음,남성,니트/스웨터,16.581572839786926,0.5282756570137543,16.66288478768981,0.3802331637976709
2019-01-05 23:20:00,20.0,K-SWISS 여성 니트/스웨터 셔츠 5종,의류,69000,1,5,23,Saturday,1,4,Middle,K-SWISS,20,15.995928016984113,해당없음,여성,니트/스웨터,16.581572839786926,0.5282756570137543,16.215197920109404,0.42618119538385674
2019-01-05 23:40:00,20.0,K-SWISS 남성 니트/스웨터 셔츠 5종,의류,69000,1,5,23,Saturday,1,4,Later,K-SWISS,40,16.845257710105543,해당없음,남성,니트/스웨터,16.581572839786926,0.5282756570137543,16.66288478768981,0.3802331637976709
2019-01-05 23:40:00,20.0,K-SWISS 여성 니트/스웨터 셔츠 5종,의류,69000,1,5,23,Saturday,1,4,Later,K-SWISS,40,15.94052280118657,해당없음,여성,니트/스웨터,16.581572839786926,0.5282756570137543,16.215197920109404,0.42618119538385674
2019-01-06 09:00:00,20.0,보코 리버시블 코트,의류,79000,1,6,9,Sunday,1,1,First,보코,00,16.434146497460546,해당없음,해당없음,코트,17.296957491550906,0.6832647757777175,16.992035938894354,0.35490753229992755
2019-01-06 09:20:00,20.0,보코 리버시블 코트,의류,79000,1,6,9,Sunday,1,1,Middle,보코,20,17.254421106746598,해당없음,해당없음,코트,17.296957491550906,0.6832647757777175,16.992035938894354,0.35490753229992755
2019-01-06 09:40:00,20.0,보코 리버시블 코트,의류,79000,1,6,9,Sunday,1,1,Later,보코,40,17.156851772473065,해당없음,해당없음,코트,17.296957491550906,0.6832647757777175,16.992035938894354,0.35490753229992755
2019-01-06 11:00:00,30.0,헤스티지 엘레나 라쿤양가죽 콤비 롱 코트,의류,299000,1,6,11,Sunday,1,2,First,헤스티지,00,17.464505078379297,해당없음,해당없음,코트,16.98239735362669,0.742950764638121,17.12992239580787,0.9690318863107995
2019-01-06 11:30:00,30.0,헤스티지 엘레나 라쿤양가죽 콤비 롱 코트,의류,299000,1,6,11,Sunday,1,2,Later,헤스티지,30,18.12382337356513,해당없음,해당없음,코트,16.98239735362669,0.742950764638121,17.12992239580787,0.9690318863107995
2019-01-06 13:00:00,20.0,아리스토우 남성 니트/스웨터 셔츠 5종,의류,39900,1,6,13,Sunday,1,2,First,아리스토우,00,16.951656735233477,해당없음,남성,니트/스웨터,17.453402324681498,0.5135135634691534,17.484564084493794,0.5032620555707554
2019-01-06 13:20:00,20.0,아리스토우 남성 니트/스웨터 셔츠 5종,의류,39900,1,6,13,Sunday,1,2,Middle,아리스토우,20,17.55031894396661,해당없음,남성,니트/스웨터,17.453402324681498,0.5135135634691534,17.484564084493794,0.5032620555707554
2019-01-06 13:40:00,20.0,아리스토우 남성 니트/스웨터 셔츠 5종,의류,39900,1,6,13,Sunday,1,2,Later,아리스토우,40,17.951716574281292,해당없음,남성,니트/스웨터,17.453402324681498,0.5135135634691534,17.484564084493794,0.5032620555707554
2019-01-06 23:00:00,20.0,마리노블 코트 롱 코트,의류,499000,1,6,23,Sunday,1,4,First,마리노블,00,16.596563358616184,해당없음,해당없음,코트,16.528096973948745,0.944585569911454,17.50798637872596,0.5062109630407146
2019-01-06 23:20:00,20.0,마리노블 코트 롱 코트,의류,499000,1,6,23,Sunday,1,4,Middle,마리노블,20,17.732560905106446,해당없음,해당없음,코트,16.528096973948745,0.944585569911454,17.50798637872596,0.5062109630407146
2019-01-06 23:40:00,20.0,마리노블 코트 롱 코트,의류,499000,1,6,23,Sunday,1,4,Later,마리노블,40,17.959105495902545,해당없음,해당없음,코트,16.528096973948745,0.944585569911454,17.50798637872596,0.5062109630407146
2019-01-07 01:00:00,20.0,도네이 남성 니트/스웨터 스웨터 4종,의류,49000,1,7,1,Monday,0,4,First,도네이,00,15.227716300868666,해당없음,남성,니트/스웨터,15.861138310569379,0.8019932092865955,15.328746594265604,0.22939007721994548
2019-01-07 01:00:00,20.0,도네이 여성 니트/스웨터 스웨터 4종,의류,49000,1,7,1,Monday,0,4,First,도네이,00,14.99877032069267,해당없음,여성,니트/스웨터,15.861138310569379,0.8019932092865955,15.349997924861148,0.3563088791327742
2019-01-07 01:20:00,20.0,도네이 남성 니트/스웨터 스웨터 4종,의류,49000,1,7,1,Monday,0,4,Middle,도네이,20,15.167213474314545,해당없음,남성,니트/스웨터,15.861138310569379,0.8019932092865955,15.328746594265604,0.22939007721994548
2019-01-07 01:20:00,20.0,도네이 여성 니트/스웨터 스웨터 4종,의류,49000,1,7,1,Monday,0,4,Middle,도네이,20,15.34004396330793,해당없음,여성,니트/스웨터,15.861138310569379,0.8019932092865955,15.349997924861148,0.3563088791327742
2019-01-07 01:40:00,17.1,도네이 남성 니트/스웨터 스웨터 4종,의류,49000,1,7,1,Monday,0,4,Later,도네이,40,15.5913100076136,해당없음,남성,니트/스웨터,15.861138310569379,0.8019932092865955,15.328746594265604,0.22939007721994548
2019-01-07 01:40:00,17.1,도네이 여성 니트/스웨터 스웨터 4종,의류,49000,1,7,1,Monday,0,4,Later,도네이,40,15.711179490582841,해당없음,여성,니트/스웨터,15.861138310569379,0.8019932092865955,15.349997924861148,0.3563088791327742
2019-01-07 08:00:00,20.0,보코 리버시블 코트,의류,79000,1,7,8,Monday,0,3,First,보코,00,15.783042407090521,해당없음,해당없음,코트,16.464401999790883,0.6750060213559278,16.654947511368107,0.47617516450469355
2019-01-07 08:20:00,20.0,보코 리버시블 코트,의류,79000,1,7,8,Monday,0,3,Middle,보코,20,16.30308032517176,해당없음,해당없음,코트,16.464401999790883,0.6750060213559278,16.654947511368107,0.47617516450469355
2019-01-07 08:40:00,20.0,보코 리버시블 코트,의류,79000,1,7,8,Monday,0,3,Later,보코,40,16.85108834944039,해당없음,해당없음,코트,16.464401999790883,0.6750060213559278,16.654947511368107,0.47617516450469355
2019-01-07 23:00:00,30.0,헤스티지 엘레나 라쿤양가죽 콤비 롱 코트,의류,299000,1,7,23,Monday,0,4,First,헤스티지,00,17.534288562424074,해당없음,해당없음,코트,16.35318947121894,0.9777945451505677,17.46519687055231,0.5883603064047309
2019-01-07 23:30:00,30.0,헤스티지 엘레나 라쿤양가죽 콤비 롱 코트,의류,299000,1,7,23,Monday,0,4,Later,헤스티지,30,17.844409521111306,해당없음,해당없음,코트,16.35318947121894,0.9777945451505677,17.46519687055231,0.5883603064047309
2019-01-08 00:00:00,20.0,K-SWISS 남성 니트/스웨터 셔츠 5종,의류,69000,1,8,0,Tuesday,0,4,First,K-SWISS,00,15.706058997467116,해당없음,남성,니트/스웨터,16.17711124825637,0.952109339699759,16.408924648650164,0.5640008202556358
2019-01-08 00:00:00,20.0,K-SWISS 여성 니트/스웨터 셔츠 5종,의류,69000,1,8,0,Tuesday,0,4,First,K-SWISS,00,15.36456132038328,해당없음,여성,니트/스웨터,16.17711124825637,0.952109339699759,15.887909302472677,0.5925974870712203
2019-01-08 00:20:00,20.0,K-SWISS 남성 니트/스웨터 셔츠 5종,의류,69000,1,8,0,Tuesday,0,4,Middle,K-SWISS,20,16.649840924976814,해당없음,남성,니트/스웨터,16.17711124825637,0.952109339699759,16.408924648650164,0.5640008202556358
2019-01-08 00:20:00,20.0,K-SWISS 여성 니트/스웨터 셔츠 5종,의류,69000,1,8,0,Tuesday,0,4,Middle,K-SWISS,20,15.601922420865733,해당없음,여성,니트/스웨터,16.17711124825637,0.952109339699759,15.887909302472677,0.5925974870712203
2019-01-08 00:40:00,20.0,K-SWISS 남성 니트/스웨터 셔츠 5종,의류,69000,1,8,0,Tuesday,0,4,Later,K-SWISS,40,17.145748850685937,해당없음,남성,니트/스웨터,16.17711124825637,0.952109339699759,16.408924648650164,0.5640008202556358
2019-01-08 00:40:00,20.0,K-SWISS 여성 니트/스웨터 셔츠 5종,의류,69000,1,8,0,Tuesday,0,4,Later,K-SWISS,40,16.275184866201094,해당없음,여성,니트/스웨터,16.17711124825637,0.952109339699759,15.887909302472677,0.5925974870712203
