방송일시,노출(분),상품명,상품군,판매단가,월,일,시,요일,휴일,프라임,파트,브랜드,분,취급액_로그,결제유형,성별,상품,단가,Mean,Std,goods_Mean,goods_Std
2019-01-02 01:00:00,20.0,레이프릴 무빙 맥시풀커버 브라팬티,속옷,69900,1,2,1,Wednesday,0,4,First,레이프릴,00,16.08215754415269,해당없음,해당없음,브라팬티,해당없음,15.81106749724518,1.210906982261371,16.504428545940236,0.2537576406143148
2019-01-02 01:20:00,20.0,레이프릴 무빙 맥시풀커버 브라팬티,속옷,69900,1,2,1,Wednesday,0,4,Middle,레이프릴,20,16.557382307541996,해당없음,해당없음,브라팬티,해당없음,15.81106749724518,1.210906982261371,16.504428545940236,0.2537576406143148
2019-01-02 01:40:00,17.1,레이프릴 무빙 맥시풀커버 브라팬티,속옷,69900,1,2,1,Wednesday,0,4,Later,레이프릴,40,16.743766666393352,해당없음,해당없음,브라팬티,해당없음,15.81106749724518,1.210906982261371,16.504428545940236,0.2537576406143148
2019-01-02 08:00:00,20.0,오모떼 레이스 파운데이션 브라팬티 팬티,속옷,59000,1,2,8,Wednesday,0,3,First,오모떼,00,16.241551454885236,해당없음,해당없음,브라팬티,해당없음,16.752586827840503,0.7484039996444678,17.044511616104565,0.5152664980372083
2019-01-02 08:20:00,20.0,오모떼 레이스 파운데이션 브라팬티 팬티,속옷,59000,1,2,8,Wednesday,0,3,Middle,오모떼,20,16.878761283249087,해당없음,해당없음,브라팬티,해당없음,16.752586827840503,0.7484039996444678,17.044511616104565,0.5152664980372083
2019-01-02 08:40:00,20.0,오모떼 레이스 파운데이션 브라팬티 팬티,속옷,59000,1,2,8,Wednesday,0,3,Later,오모떼,40,17.36575992890868,해당없음,해당없음,브라팬티,해당없음,16.752586827840503,0.7484039996444678,17.044511616104565,0.5152664980372083
2019-01-02 14:00:00,30.0,오모떼 360도 텐션업 브라팬티 시즌4,속옷,109000,1,2,14,Wednesday,0,2,First,오모떼,00,17.16386959261043,해당없음,해당없음,브라팬티,해당없음,16.98528398052914,0.7242467832846086,17.53324403132981,0.4543956813259436
2019-01-02 14:30:00,30.0,오모떼 360도 텐션업 브라팬티 시즌4,속옷,109000,1,2,14,Wednesday,0,2,Later,오모떼,30,17.85504688369138,해당없음,해당없음,브라팬티,해당없음,16.98528398052914,0.7242467832846086,17.53324403132981,0.4543956813259436
2019-01-02 20:00:00,20.0,푸마 코튼 라이크라 드로즈 12종,속옷,89000,1,2,20,Wednesday,0,3,First,푸마,00,16.729164720482657,해당없음,해당없음,드로즈,하,16.44643980861936,1.2657346346302611,16.961274527830643,1.2095549703050459
2019-01-02 20:00:00,20.0,푸마 INNO 심리스 롱 드로즈 7종,속옷,89000,1,2,20,Wednesday,0,3,First,푸마,00,12.952760593018148,해당없음,해당없음,드로즈,하,16.44643980861936,1.2657346346302611,16.961274527830643,1.2095549703050459
2019-01-02 20:00:00,20.0,푸마 드라이셀라인 뉴 홈웨어 9종,속옷,89000,1,2,20,Wednesday,0,3,First,푸마,00,14.224967687341977,해당없음,해당없음,홈웨어,하,16.44643980861936,1.2657346346302611,14.990449289516778,0.65926667642155
2019-01-02 20:20:00,20.0,푸마 코튼 라이크라 드로즈 12종,속옷,89000,1,2,20,Wednesday,0,3,Middle,푸마,20,17.53142135112924,해당없음,해당없음,드로즈,하,16.44643980861936,1.2657346346302611,16.961274527830643,1.2095549703050459
2019-01-02 20:20:00,20.0,푸마 INNO 심리스 롱 드로즈 7종,속옷,89000,1,2,20,Wednesday,0,3,Middle,푸마,20,14.761360092079974,해당없음,해당없음,드로즈,하,16.44643980861936,1.2657346346302611,16.961274527830643,1.2095549703050459
2019-01-02 20:20:00,20.0,푸마 드라이셀라인 뉴 홈웨어 9종,속옷,89000,1,2,20,Wednesday,0,3,Middle,푸마,20,15.112973705377549,해당없음,해당없음,홈웨어,하,16.44643980861936,1.2657346346302611,14.990449289516778,0.65926667642155
2019-01-02 20:40:00,20.0,푸마 코튼 라이크라 드로즈 12종,속옷,89000,1,2,20,Wednesday,0,3,Later,푸마,40,17.78363030274429,해당없음,해당없음,드로즈,하,16.44643980861936,1.2657346346302611,16.961274527830643,1.2095549703050459
2019-01-02 20:40:00,20.0,푸마 INNO 심리스 롱 드로즈 7종,속옷,89000,1,2,20,Wednesday,0,3,Later,푸마,40,14.923743090009374,해당없음,해당없음,드로즈,하,16.44643980861936,1.2657346346302611,16.961274527830643,1.2095549703050459
2019-01-02 20:40:00,20.0,푸마 드라이셀라인 뉴 홈웨어 9종,속옷,89000,1,2,20,Wednesday,0,3,Later,푸마,40,15.239822986271685,해당없음,해당없음,홈웨어,하,16.44643980861936,1.2657346346302611,14.990449289516778,0.65926667642155
2019-01-02 23:00:00,20.0,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,1,2,23,Wednesday,0,4,First,크로커다일,00,17.18446019207631,해당없음,해당없음,브라팬티,해당없음,16.803581145401164,1.2264743224029793,17.39583336958576,0.33118170717969614
2019-01-02 23:20:00,20.0,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,1,2,23,Wednesday,0,4,Middle,크로커다일,20,17.649009701688154,해당없음,해당없음,브라팬티,해당없음,16.803581145401164,1.2264743224029793,17.39583336958576,0.33118170717969614
2019-01-02 23:40:00,20.0,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,1,2,23,Wednesday,0,4,Later,크로커다일,40,17.259064755705253,해당없음,해당없음,브라팬티,해당없음,16.803581145401164,1.2264743224029793,17.39583336958576,0.33118170717969614
2019-01-03 01:00:00,20.0,푸마 웜셀 기모 치마 레깅스 3종,속옷,59000,1,3,1,Thursday,0,4,First,푸마,00,16.394590377769525,해당없음,해당없음,레깅스,해당없음,16.236900959941572,0.6963049082705522,16.698119349648426,0.31909365252247407
2019-01-03 01:20:00,20.0,푸마 웜셀 기모 치마 레깅스 3종,속옷,59000,1,3,1,Thursday,0,4,Middle,푸마,20,16.668987783937393,해당없음,해당없음,레깅스,해당없음,16.236900959941572,0.6963049082705522,16.698119349648426,0.31909365252247407
2019-01-03 01:40:00,17.1,푸마 웜셀 기모 치마 레깅스 3종,속옷,59000,1,3,1,Thursday,0,4,Later,푸마,40,17.030779887238364,해당없음,해당없음,레깅스,해당없음,16.236900959941572,0.6963049082705522,16.698119349648426,0.31909365252247407
2019-01-03 10:00:00,30.0,오모떼 360도 텐션업 브라팬티 시즌4,속옷,109000,1,3,10,Thursday,0,2,First,오모떼,00,17.304810387847976,해당없음,해당없음,브라팬티,해당없음,17.215330381384266,1.1382600537344578,17.67250781637426,0.6067612640495563
2019-01-03 10:30:00,30.0,오모떼 360도 텐션업 브라팬티 시즌4,속옷,109000,1,3,10,Thursday,0,2,Later,오모떼,30,18.066003802676306,해당없음,해당없음,브라팬티,해당없음,17.215330381384266,1.1382600537344578,17.67250781637426,0.6067612640495563
2019-01-03 19:00:00,20.0,푸마 INNO 심리스 드로즈 (6차),속옷,89000,1,3,19,Thursday,0,3,First,푸마,00,16.291040045939678,해당없음,해당없음,드로즈,하,16.264080594386606,1.0119301642535512,16.598183950045858,0.9724517124381498
2019-01-03 19:00:00,20.0,푸마 INNO 심리스 롱 드로즈 (1차),속옷,89000,1,3,19,Thursday,0,3,First,푸마,00,14.446250278395603,해당없음,해당없음,드로즈,하,16.264080594386606,1.0119301642535512,16.598183950045858,0.9724517124381498
2019-01-03 19:00:00,20.0,푸마 NEW 트렁크 패키지,속옷,89000,1,3,19,Thursday,0,3,First,푸마,00,15.044858668621439,해당없음,해당없음,트렁크,하,16.264080594386606,1.0119301642535512,15.633858779544942,0.5074084240653689
2019-01-03 19:20:00,20.0,푸마 INNO 심리스 드로즈 (6차),속옷,89000,1,3,19,Thursday,0,3,Middle,푸마,20,16.7712538233019,해당없음,해당없음,드로즈,하,16.264080594386606,1.0119301642535512,16.598183950045858,0.9724517124381498
2019-01-03 19:20:00,20.0,푸마 INNO 심리스 롱 드로즈 (1차),속옷,89000,1,3,19,Thursday,0,3,Middle,푸마,20,15.782203246202116,해당없음,해당없음,드로즈,하,16.264080594386606,1.0119301642535512,16.598183950045858,0.9724517124381498
2019-01-03 19:20:00,20.0,푸마 NEW 트렁크 패키지,속옷,89000,1,3,19,Thursday,0,3,Middle,푸마,20,14.627329268241718,해당없음,해당없음,트렁크,하,16.264080594386606,1.0119301642535512,15.633858779544942,0.5074084240653689
2019-01-03 19:40:00,20.0,푸마 INNO 심리스 드로즈 (6차),속옷,89000,1,3,19,Thursday,0,3,Later,푸마,40,17.5125813711045,해당없음,해당없음,드로즈,하,16.264080594386606,1.0119301642535512,16.598183950045858,0.9724517124381498
2019-01-03 19:40:00,20.0,푸마 INNO 심리스 롱 드로즈 (1차),속옷,89000,1,3,19,Thursday,0,3,Later,푸마,40,15.398809812788679,해당없음,해당없음,드로즈,하,16.264080594386606,1.0119301642535512,16.598183950045858,0.9724517124381498
2019-01-03 19:40:00,20.0,푸마 NEW 트렁크 패키지,속옷,89000,1,3,19,Thursday,0,3,Later,푸마,40,15.31021079292795,해당없음,해당없음,트렁크,하,16.264080594386606,1.0119301642535512,15.633858779544942,0.5074084240653689
2019-01-03 22:00:00,20.0,로베르타 디 까메리노 올레이스 지퍼 브라팬티,속옷,89900,1,3,22,Thursday,0,4,First,로베르타,00,16.7075475951795,해당없음,해당없음,브라팬티,해당없음,16.710253419671304,0.6643999192084317,17.222507409655933,0.39879844682392507
2019-01-03 22:20:00,20.0,로베르타 디 까메리노 올레이스 지퍼 브라팬티,속옷,89900,1,3,22,Thursday,0,4,Middle,로베르타,20,17.095142760674587,해당없음,해당없음,브라팬티,해당없음,16.710253419671304,0.6643999192084317,17.222507409655933,0.39879844682392507
2019-01-03 22:40:00,20.0,로베르타 디 까메리노 올레이스 지퍼 브라팬티,속옷,89900,1,3,22,Thursday,0,4,Later,로베르타,40,17.56891290809371,해당없음,해당없음,브라팬티,해당없음,16.710253419671304,0.6643999192084317,17.222507409655933,0.39879844682392507
2019-01-04 08:00:00,20.0,로베르타 디 까메리노 360커브드 지퍼 쉐이핑 보정속옷 속옷속옷,속옷,89900,1,4,8,Friday,0,3,First,로베르타,00,15.627399398487494,해당없음,해당없음,보정속옷,해당없음,16.466864918653325,0.9946002378726936,16.766676050159948,0.6453104441151554
2019-01-04 08:20:00,20.0,로베르타 디 까메리노 360커브드 지퍼 쉐이핑 보정속옷 속옷속옷,속옷,89900,1,4,8,Friday,0,3,Middle,로베르타,20,16.934566047550263,해당없음,해당없음,보정속옷,해당없음,16.466864918653325,0.9946002378726936,16.766676050159948,0.6453104441151554
2019-01-04 08:40:00,20.0,로베르타 디 까메리노 360커브드 지퍼 쉐이핑 보정속옷 속옷속옷,속옷,89900,1,4,8,Friday,0,3,Later,로베르타,40,17.344514644114085,해당없음,해당없음,보정속옷,해당없음,16.466864918653325,0.9946002378726936,16.766676050159948,0.6453104441151554
2019-01-04 11:00:00,30.0,오모떼 360도 텐션업 브라팬티 시즌4,속옷,109000,1,4,11,Friday,0,2,First,오모떼,00,17.14971307080215,해당없음,해당없음,브라팬티,해당없음,17.477456144706125,0.44417203063356814,17.63166339494627,0.3608959496060675
2019-01-04 11:30:00,30.0,오모떼 360도 텐션업 브라팬티 시즌4,속옷,109000,1,4,11,Friday,0,2,Later,오모떼,30,17.857736924257573,해당없음,해당없음,브라팬티,해당없음,17.477456144706125,0.44417203063356814,17.63166339494627,0.3608959496060675
2019-01-04 14:00:00,20.0,오모떼 레이스 파운데이션 브라팬티 팬티,속옷,59000,1,4,14,Friday,0,2,First,오모떼,00,16.70170694444996,해당없음,해당없음,브라팬티,해당없음,16.885480247878636,0.6549681689610349,16.926132847936948,0.8468000234056584
2019-01-04 14:20:00,20.0,오모떼 레이스 파운데이션 브라팬티 팬티,속옷,59000,1,4,14,Friday,0,2,Middle,오모떼,20,17.26059722519615,해당없음,해당없음,브라팬티,해당없음,16.885480247878636,0.6549681689610349,16.926132847936948,0.8468000234056584
2019-01-04 14:40:00,20.0,오모떼 레이스 파운데이션 브라팬티 팬티,속옷,59000,1,4,14,Friday,0,2,Later,오모떼,40,17.452886169211094,해당없음,해당없음,브라팬티,해당없음,16.885480247878636,0.6549681689610349,16.926132847936948,0.8468000234056584
2019-01-04 21:00:00,20.0,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,1,4,21,Friday,0,4,First,크로커다일,00,16.959835235568093,해당없음,해당없음,브라팬티,해당없음,17.50496763254003,0.3687036553274795,17.413035531948506,0.38902857987935907
2019-01-04 21:20:00,20.0,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,1,4,21,Friday,0,4,Middle,크로커다일,20,17.519303254810506,해당없음,해당없음,브라팬티,해당없음,17.50496763254003,0.3687036553274795,17.413035531948506,0.38902857987935907
2019-01-04 21:40:00,20.0,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,1,4,21,Friday,0,4,Later,크로커다일,40,17.703486742233867,해당없음,해당없음,브라팬티,해당없음,17.50496763254003,0.3687036553274795,17.413035531948506,0.38902857987935907
2019-01-05 09:00:00,30.0,오모떼 프런트후크 브라팬티 시즌2,속옷,59000,1,5,9,Saturday,1,1,First,오모떼,00,17.582345928532103,해당없음,해당없음,브라팬티,해당없음,17.792868497930144,0.5103795239105966,17.792868497930144,0.5103795239105966
2019-01-05 09:30:00,30.0,오모떼 프런트후크 브라팬티 시즌2,속옷,59000,1,5,9,Saturday,1,1,Later,오모떼,30,18.29854700770871,해당없음,해당없음,브라팬티,해당없음,17.792868497930144,0.5103795239105966,17.792868497930144,0.5103795239105966
2019-01-05 15:00:00,30.0,오모떼 360도 텐션업 브라팬티 시즌4,속옷,109000,1,5,15,Saturday,1,1,First,오모떼,00,17.306243904937283,해당없음,해당없음,브라팬티,해당없음,17.531597035298816,0.5947983631643194,17.593836667813708,0.5589142466436058
2019-01-05 15:30:00,30.0,오모떼 360도 텐션업 브라팬티 시즌4,속옷,109000,1,5,15,Saturday,1,1,Later,오모떼,30,17.93213832842683,해당없음,해당없음,브라팬티,해당없음,17.531597035298816,0.5947983631643194,17.593836667813708,0.5589142466436058
2019-01-05 20:00:00,20.0,푸마 INNO 심리스 드로즈 (6차),속옷,89000,1,5,20,Saturday,1,3,First,푸마,00,16.04078254785565,해당없음,해당없음,드로즈,하,16.07960698019645,1.1417475880964474,16.359026504861557,1.007024175250393
2019-01-05 20:00:00,20.0,푸마 INNO 심리스 롱 드로즈 (1차),속옷,89000,1,5,20,Saturday,1,3,First,푸마,00,14.643625598934705,해당없음,해당없음,드로즈,하,16.07960698019645,1.1417475880964474,16.359026504861557,1.007024175250393
2019-01-05 20:00:00,20.0,푸마 NEW 트렁크 패키지,속옷,89000,1,5,20,Saturday,1,3,First,푸마,00,12.881564890851399,해당없음,해당없음,트렁크,하,16.07960698019645,1.1417475880964474,14.834635779962612,1.0539301488304544
2019-01-05 20:20:00,20.0,푸마 INNO 심리스 드로즈 (6차),속옷,89000,1,5,20,Saturday,1,3,Middle,푸마,20,16.948654187341226,해당없음,해당없음,드로즈,하,16.07960698019645,1.1417475880964474,16.359026504861557,1.007024175250393
2019-01-05 20:20:00,20.0,푸마 INNO 심리스 롱 드로즈 (1차),속옷,89000,1,5,20,Saturday,1,3,Middle,푸마,20,15.399630662414085,해당없음,해당없음,드로즈,하,16.07960698019645,1.1417475880964474,16.359026504861557,1.007024175250393
2019-01-05 20:20:00,20.0,푸마 NEW 트렁크 패키지,속옷,89000,1,5,20,Saturday,1,3,Middle,푸마,20,14.643625598934705,해당없음,해당없음,트렁크,하,16.07960698019645,1.1417475880964474,14.834635779962612,1.0539301488304544
2019-01-05 20:40:00,20.0,푸마 INNO 심리스 드로즈 (6차),속옷,89000,1,5,20,Saturday,1,3,Later,푸마,40,17.471091726676697,해당없음,해당없음,드로즈,하,16.07960698019645,1.1417475880964474,16.359026504861557,1.007024175250393
2019-01-05 20:40:00,20.0,푸마 INNO 심리스 롱 드로즈 (1차),속옷,89000,1,5,20,Saturday,1,3,Later,푸마,40,15.381414468374645,해당없음,해당없음,드로즈,하,16.07960698019645,1.1417475880964474,16.359026504861557,1.007024175250393
2019-01-05 20:40:00,20.0,푸마 NEW 트렁크 패키지,속옷,89000,1,5,20,Saturday,1,3,Later,푸마,40,15.31647199406229,해당없음,해당없음,트렁크,하,16.07960698019645,1.1417475880964474,14.834635779962612,1.0539301488304544
2019-01-05 22:00:00,20.0,푸마 에어핏 서포트 브라팬티 15종+4종,속옷,119000,1,5,22,Saturday,1,4,First,푸마,00,16.954650294812993,해당없음,해당없음,브라팬티,해당없음,17.248577726266504,0.8650542086257167,17.677424767288134,0.61223111626256
2019-01-05 22:20:00,20.0,푸마 에어핏 서포트 브라팬티 15종+4종,속옷,119000,1,5,22,Saturday,1,4,Middle,푸마,20,17.95594322437913,해당없음,해당없음,브라팬티,해당없음,17.248577726266504,0.8650542086257167,17.677424767288134,0.61223111626256
2019-01-05 22:40:00,20.0,푸마 에어핏 서포트 브라팬티 15종+4종,속옷,119000,1,5,22,Saturday,1,4,Later,푸마,40,18.25926708577009,해당없음,해당없음,브라팬티,해당없음,17.248577726266504,0.8650542086257167,17.677424767288134,0.61223111626256
2019-01-06 08:00:00,20.0,로베르타 디 까메리노 올레이스 지퍼 브라팬티,속옷,89900,1,6,8,Sunday,1,3,First,로베르타,00,16.916278294352146,해당없음,해당없음,브라팬티,해당없음,17.21316111780136,0.6327737080227143,17.46464309527726,0.5724789302403226
2019-01-06 08:20:00,20.0,로베르타 디 까메리노 올레이스 지퍼 브라팬티,속옷,89900,1,6,8,Sunday,1,3,Middle,로베르타,20,17.4191316431263,해당없음,해당없음,브라팬티,해당없음,17.21316111780136,0.6327737080227143,17.46464309527726,0.5724789302403226
2019-01-06 08:40:00,20.0,로베르타 디 까메리노 올레이스 지퍼 브라팬티,속옷,89900,1,6,8,Sunday,1,3,Later,로베르타,40,18.058519348353336,해당없음,해당없음,브라팬티,해당없음,17.21316111780136,0.6327737080227143,17.46464309527726,0.5724789302403226
2019-01-06 10:00:00,20.0,오모떼 레이스 파운데이션 브라팬티 팬티,속옷,59000,1,6,10,Sunday,1,2,First,오모떼,00,16.664249807777605,해당없음,해당없음,브라팬티,해당없음,17.71991212685867,0.5094892354970426,17.721339439894074,0.61653667171943
2019-01-06 10:20:00,20.0,오모떼 레이스 파운데이션 브라팬티 팬티,속옷,59000,1,6,10,Sunday,1,2,Middle,오모떼,20,17.019394565013236,해당없음,해당없음,브라팬티,해당없음,17.71991212685867,0.5094892354970426,17.721339439894074,0.61653667171943
2019-01-06 10:40:00,20.0,오모떼 레이스 파운데이션 브라팬티 팬티,속옷,59000,1,6,10,Sunday,1,2,Later,오모떼,40,17.99923868132106,해당없음,해당없음,브라팬티,해당없음,17.71991212685867,0.5094892354970426,17.721339439894074,0.61653667171943
2019-01-06 15:00:00,30.0,오모떼 프런트후크 브라팬티 시즌2,속옷,59000,1,6,15,Sunday,1,1,First,오모떼,00,17.66241887630312,해당없음,해당없음,브라팬티,해당없음,17.24023358098804,0.8825862611026113,17.940150879737175,0.535146381804211
2019-01-06 15:30:00,30.0,오모떼 프런트후크 브라팬티 시즌2,속옷,59000,1,6,15,Sunday,1,1,Later,오모떼,30,18.349753860612427,해당없음,해당없음,브라팬티,해당없음,17.24023358098804,0.8825862611026113,17.940150879737175,0.535146381804211
2019-01-06 18:00:00,20.0,푸마 INNO 심리스 드로즈 (6차),속옷,89000,1,6,18,Sunday,1,1,First,푸마,00,16.603111037824494,해당없음,해당없음,드로즈,하,16.070336551271396,1.2432070181180133,16.65365266856816,1.1251192880001728
2019-01-06 18:00:00,20.0,푸마 INNO 심리스 롱 드로즈 (1차),속옷,89000,1,6,18,Sunday,1,1,First,푸마,00,14.247292974389811,해당없음,해당없음,드로즈,하,16.070336551271396,1.2432070181180133,16.65365266856816,1.1251192880001728
2019-01-06 18:00:00,20.0,푸마 NEW 트렁크 패키지,속옷,89000,1,6,18,Sunday,1,1,First,푸마,00,13.591116224748411,해당없음,해당없음,트렁크,하,16.070336551271396,1.2432070181180133,15.065040560176042,1.0220677837107388
2019-01-06 18:20:00,20.0,푸마 INNO 심리스 드로즈 (6차),속옷,89000,1,6,18,Sunday,1,1,Middle,푸마,20,17.308344714064447,해당없음,해당없음,드로즈,하,16.070336551271396,1.2432070181180133,16.65365266856816,1.1251192880001728
2019-01-06 18:20:00,20.0,푸마 INNO 심리스 롱 드로즈 (1차),속옷,89000,1,6,18,Sunday,1,1,Middle,푸마,20,15.459543115162873,해당없음,해당없음,드로즈,하,16.070336551271396,1.2432070181180133,16.65365266856816,1.1251192880001728
2019-01-06 18:20:00,20.0,푸마 NEW 트렁크 패키지,속옷,89000,1,6,18,Sunday,1,1,Middle,푸마,20,15.39097795082722,해당없음,해당없음,트렁크,하,16.070336551271396,1.2432070181180133,15.065040560176042,1.0220677837107388
2019-01-06 18:40:00,20.0,푸마 INNO 심리스 드로즈 (6차),속옷,89000,1,6,18,Sunday,1,1,Later,푸마,40,17.385099590886885,해당없음,해당없음,드로즈,하,16.070336551271396,1.2432070181180133,16.65365266856816,1.1251192880001728
2019-01-06 18:40:00,20.0,푸마 INNO 심리스 롱 드로즈 (1차),속옷,89000,1,6,18,Sunday,1,1,Later,푸마,40,15.868479779312995,해당없음,해당없음,드로즈,하,16.070336551271396,1.2432070181180133,16.65365266856816,1.1251192880001728
2019-01-06 18:40:00,20.0,푸마 NEW 트렁크 패키지,속옷,89000,1,6,18,Sunday,1,1,Later,푸마,40,15.325790898865156,해당없음,해당없음,트렁크,하,16.070336551271396,1.2432070181180133,15.065040560176042,1.0220677837107388
2019-01-06 22:00:00,20.0,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,1,6,22,Sunday,1,4,First,크로커다일,00,16.308302702026264,해당없음,해당없음,브라팬티,해당없음,17.28292276321527,0.6432818475387606,17.44952608114112,0.5801756543989679
2019-01-06 22:20:00,20.0,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,1,6,22,Sunday,1,4,Middle,크로커다일,20,17.249207397717015,해당없음,해당없음,브라팬티,해당없음,17.28292276321527,0.6432818475387606,17.44952608114112,0.5801756543989679
2019-01-06 22:40:00,20.0,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,1,6,22,Sunday,1,4,Later,크로커다일,40,17.450567205380704,해당없음,해당없음,브라팬티,해당없음,17.28292276321527,0.6432818475387606,17.44952608114112,0.5801756543989679
2019-01-07 06:00:00,20.0,레이프릴 더블엑스 보정속옷 속옷(FW리뉴얼),속옷,39000,1,7,6,Monday,0,4,First,레이프릴,00,15.488861796142027,해당없음,해당없음,보정속옷,해당없음,16.23031578795789,0.6674126544327923,16.408654587242495,0.6285637608019008
2019-01-07 06:20:00,20.0,레이프릴 더블엑스 보정속옷 속옷(FW리뉴얼),속옷,39000,1,7,6,Monday,0,4,Middle,레이프릴,20,15.780522808893075,해당없음,해당없음,보정속옷,해당없음,16.23031578795789,0.6674126544327923,16.408654587242495,0.6285637608019008
2019-01-07 06:40:00,20.0,레이프릴 더블엑스 보정속옷 속옷(FW리뉴얼),속옷,39000,1,7,6,Monday,0,4,Later,레이프릴,40,16.174286930608062,해당없음,해당없음,보정속옷,해당없음,16.23031578795789,0.6674126544327923,16.408654587242495,0.6285637608019008
2019-01-07 10:00:00,30.0,오모떼 360도 텐션업 브라팬티 시즌4,속옷,109000,1,7,10,Monday,0,2,First,오모떼,00,16.595633327858135,해당없음,해당없음,브라팬티,해당없음,17.19251469572438,0.7139182992956066,17.301154112766394,0.4301619594030577
2019-01-07 10:30:00,30.0,오모떼 360도 텐션업 브라팬티 시즌4,속옷,109000,1,7,10,Monday,0,2,Later,오모떼,30,17.491203450274035,해당없음,해당없음,브라팬티,해당없음,17.19251469572438,0.7139182992956066,17.301154112766394,0.4301619594030577
